Gene	withingroup.factor	acrossgroup.factor	rescale.factor
MMP27	1	1	1
MMP28	1	1	1
MMP3	1	1	1
MMP7	1	1	1
MMP8	1	1	1
MMP9	1	1	1
MMRN1	1	1	1
MMRN2	1	1	1
MMS19	2.487	9.864	9.864
MMS22L	1.458	1	1.458
MN1	1.04	1.324	1.324
MNAT1	1.91	1.578	1.91
MND1	1.941	1.219	1.941
MNDA	1	1	1
MNS1	1.184	1.016	1.184
MNT	1.865	3.295	3.295
MNX1	1.396	2.625	2.625
MNX1-AS1	1.122	1.696	1.696
MNX1-AS2	1	1	1
MOAP1	1.2	1.088	1.2
MOB1A	2.798	2.398	2.798
MOB1B	2.092	1.643	2.092
MOB2	1	1	1
MOB3A	1.699	1.77	1.77
MOB3B	1.911	2.636	2.636
MOB3C	1	1	1
MOB4	1.257	3.813	3.813
MOBP	1.219	1.566	1.566
MOCOS	1.14	1	1.14
MOCS1	1.094	1.918	1.918
MOCS2	1.613	1.494	1.613
MOCS3	1	1.5	1.5
MOG	1	1	1
MOGAT1	1	1	1
MOGAT2	1	1	1
MOGAT3	1	1	1
MOGS	1	1.867	1.867
MOK	1.258	1.207	1.258
MON1A	1.144	1.1	1.144
MON1B	1.003	1.207	1.207
MON2	1.568	2.641	2.641
MORC1	1	1	1
MORC1-AS1	1	1	1
MORC2	1.026	1.004	1.026
MORC2-AS1	1	1	1
MORC3	1.28	1	1.28
MORC4	1.005	1.086	1.086
MORF4L1	2.593	10.76	10.76
MORF4L2	4.152	4.169	4.169
MORF4L2-AS1	1.52	1	1.52
MORN1	1	1	1
MORN2	1.598	1.973	1.973
MORN3	1	1	1
MORN4	1	1	1
MORN5	1	1	1
MOS	1	1	1
MOSPD1	1	2.32	2.32
MOSPD2	1	1.403	1.403
MOSPD3	1.737	3.041	3.041
MOV10	1	2.534	2.534
MOV10L1	1	1	1
MOXD1	1	1	1
MOXD2P	1	1	1
MPC1	2.189	1.331	2.189
MPC2	3.671	1.938	3.671
MPDU1	1.102	2.371	2.371
MPDZ	1.282	1	1.282
MPEG1	1	1	1
MPG	1.877	6.648	6.648
MPHOSPH10	1.452	1.247	1.452
MPHOSPH6	2.062	1.488	2.062
MPHOSPH8	2.532	1.464	2.532
MPHOSPH9	1.019	1.078	1.078
MPI	1.413	3.58	3.58
MPL	1	1	1
MPLKIP	2.182	2.7	2.7
MPND	1.036	1.473	1.473
MPO	1	1	1
MPP1	1.021	2.142	2.142
MPP2	1.113	2.057	2.057
MPP3	1	1.05	1.05
MPP4	1	1	1
MPP5	1.202	1.094	1.202
MPP6	1.314	1.528	1.528
MPP7	1.239	1.041	1.239
MPPE1	1	1.097	1.097
MPPED1	1	1	1
MPPED2	1.572	1.294	1.572
MPRIP	1.263	1.896	1.896
MPRIP-AS1	1	1	1
MPST	3.092	7.957	7.957
MPV17	1.435	2.039	2.039
MPV17L	2.145	1	2.145
MPV17L2	1.186	3.449	3.449
MPZ	1	1	1
MPZL1	3.485	1.889	3.485
MPZL2	1	1	1
MPZL3	1	1	1
MR1	1	1	1
MRAP	1	1	1
MRAP2	1	1.015	1.015
MRAS	1.304	1.464	1.464
MRC1	1	1	1
MRC1L1	1	1	1
MRC2	1.294	1.29	1.294
MRE11A	1.302	1.046	1.302
MREG	1	1	1
MRFAP1	4.052	5.645	5.645
MRFAP1L1	1.296	3.123	3.123
MRGBP	1	3.466	3.466
MRGPRD	1	1	1
MRGPRE	1	1	1
MRGPRF	1	1	1
MRGPRG	1	1	1
MRGPRG-AS1	1	1	1
MRGPRX1	1	1	1
MRGPRX2	1	1	1
MRGPRX3	1	1	1
MRGPRX4	1	1	1
MRI1	1.816	1.017	1.816
MRM1	1.209	1.307	1.307
MRO	1	1	1
MROH1	1	1	1
MROH2A	1	1	1
MROH2B	1	1	1
MROH5	1	1	1
MROH6	1	1.2	1.2
MROH7	1	1	1
MROH7-TTC4	1	1.087	1.087
MROH8	1	1	1
MROH9	1	1	1
MRP63	2.297	2.804	2.804
MRPL1	2.614	2.388	2.614
MRPL10	1.447	1.898	1.898
MRPL11	1.05	1.42	1.42
MRPL12	1.432	3.521	3.521
MRPL13	1.576	2.764	2.764
MRPL14	1.77	4.151	4.151
MRPL15	1.384	2.135	2.135
MRPL16	2.561	1.353	2.561
MRPL17	1	4.165	4.165
MRPL18	3.314	4.753	4.753
MRPL19	1.162	1.274	1.274
MRPL2	1	1.657	1.657
MRPL20	1.234	3.173	3.173
MRPL21	2.067	5.575	5.575
MRPL22	1.017	2.48	2.48
MRPL23	1.212	6.039	6.039
MRPL23-AS1	1	1	1
MRPL24	2.125	10.65	10.65
MRPL27	1.49	9.925	9.925
MRPL28	2.774	9.223	9.223
MRPL3	1.701	3.26	3.26
MRPL30	1.602	2.044	2.044
MRPL32	1.88	2.485	2.485
MRPL33	2.098	2.392	2.392
MRPL34	1.462	2.202	2.202
MRPL35	1.441	1.388	1.441
MRPL36	1.331	1.946	1.946
MRPL37	1.751	11.48	11.48
MRPL38	1.012	3.986	3.986
MRPL39	1.458	1	1.458
MRPL4	1.034	3.887	3.887
MRPL40	1.585	5.845	5.845
MRPL41	2.653	10.12	10.12
MRPL42	1.876	1.921	1.921
MRPL43	1.287	2.261	2.261
MRPL44	2.12	2.015	2.12
MRPL45	1.242	3.068	3.068
MRPL45P2	1	1	1
MRPL46	1.108	2.685	2.685
MRPL47	1.864	1.07	1.864
MRPL48	1.487	2.37	2.37
MRPL49	1.939	1.956	1.956
MRPL50	1.707	1	1.707
MRPL51	3.863	4.852	4.852
MRPL52	1.43	5.942	5.942
MRPL53	1.234	1.848	1.848
MRPL54	1.827	8.516	8.516
MRPL55	1.375	2.817	2.817
MRPL9	2.354	3.093	3.093
MRPS10	1.243	2.946	2.946
MRPS11	1.507	6.723	6.723
MRPS12	1.998	9.187	9.187
MRPS14	2.003	1.409	2.003
MRPS15	1.029	4.378	4.378
MRPS16	1	1.503	1.503
MRPS17	1	1.165	1.165
MRPS18A	1.051	3.352	3.352
MRPS18B	1.282	3.855	3.855
MRPS18C	2.75	4.548	4.548
MRPS2	1.711	11.63	11.63
MRPS21	1.45	1.959	1.959
MRPS22	1.017	1.558	1.558
MRPS23	1.34	4.239	4.239
MRPS24	1.012	6.459	6.459
MRPS25	1	1.434	1.434
MRPS26	1.512	3.095	3.095
MRPS27	2.892	3.074	3.074
MRPS28	1.209	1.141	1.209
MRPS30	2.199	3.231	3.231
MRPS31	1.39	1.548	1.548
MRPS31P5	1	1.019	1.019
MRPS33	1.184	2.67	2.67
MRPS34	3.254	6.381	6.381
MRPS35	3.723	1.33	3.723
MRPS36	1.305	1.445	1.445
MRPS5	1.005	4.486	4.486
MRPS6	3.212	2.153	3.212
MRPS7	1	2.944	2.944
MRPS9	1.096	1.114	1.114
MRRF	1.402	2.209	2.209
MRS2	2.684	1.362	2.684
MRTO4	1.458	7.604	7.604
MRVI1	1	1	1
MRVI1-AS1	1	1	1
MS4A1	1	1	1
MS4A10	1	1	1
MS4A12	1.057	1	1.057
MS4A13	1	1	1
MS4A14	1	1	1
MS4A15	1	1	1
MS4A18	1	1	1
MS4A2	1	1	1
MS4A3	1	1	1
MS4A4A	1	1	1
MS4A4E	1	1	1
MS4A5	1	1	1
MS4A6A	1	1	1
MS4A6E	1	1	1
MS4A7	1	1	1
MS4A8	1	1	1
MSANTD1	1	1	1
MSANTD2	1.097	1	1.097
MSANTD3	1.006	1.006	1.006
MSANTD3-TMEFF1	1.529	2.106	2.106
MSANTD4	1.146	1.981	1.981
MSC	1	1	1
MSGN1	1	1	1
MSH2	2.187	1.27	2.187
MSH3	1.121	1.4	1.4
MSH4	1	1	1
MSH5	1.22	1.117	1.22
MSH5-SAPCD1	1.129	1.471	1.471
MSH6	3.579	3.492	3.579
MSI1	2.104	1.441	2.104
MSI2	1.926	2.913	2.913
MSL1	1.54	1.973	1.973
MSL2	1.36	2.486	2.486
MSL3	1.386	1	1.386
MSL3P1	1	1	1
MSLN	1	1	1
MSLNL	1	1	1
MSMB	1	1	1
MSMO1	1.351	3.46	3.46
MSMP	1	1	1
MSN	1.599	2.361	2.361
MSR1	1	1	1
MSRA	1	1	1
MSRB1	1.015	3.564	3.564
MSRB2	1	1.685	1.685
MSRB3	1	1.465	1.465
MSS51	1	1	1
MST1	1.017	1.162	1.162
MST1L	1	1	1
MST1R	1	1	1
MST4	2.67	1.137	2.67
MSTN	1	1	1
MSTO1	1.044	1.62	1.62
MSX1	1.005	1.654	1.654
MSX2	1.067	1.276	1.276
MT1A	1	1	1
MT1B	1	1	1
MT1DP	1	1	1
MT1E	1.096	4.57	4.57
MT1F	1.076	2.632	2.632
MT1G	1	1	1
MT1H	1	1	1
MT1HL1	1	1	1
MT1JP	1	1	1
MT1L	1	1	1
MT1M	1.021	1.137	1.137
MT1X	1	1.104	1.104
MT2A	1.526	2.761	2.761
MT3	1	1	1
MT4	1	1	1
MTA1	2.164	2.921	2.921
MTA2	1.572	1.713	1.713
MTA3	1.079	3.283	3.283
MTAP	1.314	1.588	1.588
MT-ATP6	11.5	39.31	39.31
MT-ATP8	10.95	11.09	11.09
MTBP	1	1	1
MTCH1	2.203	5.49	5.49
MTCH2	1.156	1.158	1.158
MT-CO1	2.581	9.316	9.316
MT-CO2	3.951	13.63	13.63
MT-CO3	11.77	6.492	11.77
MTCP1	1	1	1
MT-CYB	9.917	24.57	24.57
MTDH	1.249	2.921	2.921
MTERF	1.755	1	1.755
MTERFD1	1.445	1	1.445
MTERFD2	1	1	1
MTERFD3	1.232	1	1.232
MTF1	1.031	1	1.031
MTF2	1.493	1.293	1.493
MTFMT	1.024	4.239	4.239
MTFP1	1.962	9.45	9.45
MTFR1	1.629	2.778	2.778
MTFR1L	1.096	2.089	2.089
MTFR2	1.082	2.029	2.029
MTG1	1.32	1.232	1.32
MTG2	1.018	1	1.018
MTHFD1	3.224	1.904	3.224
MTHFD1L	1.397	2.596	2.596
MTHFD2	1.592	4.942	4.942
MTHFD2L	1.266	1.436	1.436
MTHFD2P1	1	1	1
MTHFR	1.308	1.041	1.308
MTHFS	3.775	2.418	3.775
MTHFSD	1	1	1
MTIF2	1.183	1.353	1.353
MTIF3	2.063	1.145	2.063
MTL5	1	1.056	1.056
MTM1	1.276	1.153	1.276
MTMR1	1.699	1.619	1.699
MTMR10	1.244	1	1.244
MTMR11	1	1	1
MTMR12	1.735	1.775	1.775
MTMR14	1.054	1.953	1.953
MTMR2	2.195	1.943	2.195
MTMR3	1.01	1.815	1.815
MTMR4	1.364	2.643	2.643
MTMR6	1.878	2.037	2.037
MTMR7	1	1	1
MTMR8	1	1.095	1.095
MTMR9	1.061	1.354	1.354
MTMR9LP	1	1	1
MT-ND1	5.355	24.43	24.43
MTND1P15	1	1	1
MT-ND2	10.12	23	23
MT-ND3	7.4	31.62	31.62
MT-ND4	14.66	25.53	25.53
MT-ND4L	2.302	3.572	3.572
MT-ND5	4.816	7.654	7.654
MT-ND6	6.892	9.941	9.941
MTNR1A	1	1	1
MTNR1B	1	1	1
MTO1	2.269	1.214	2.269
MTOR	1.767	1	1.767
MTOR-AS1	1	1	1
MTPAP	1.466	2.28	2.28
MTPN	2.295	8.1	8.1
MTR	2.314	1.214	2.314
MTRF1	1	1.007	1.007
MTRF1L	1.204	1.194	1.204
MT-RNR1	6.081	18.16	18.16
MT-RNR2	20.7	39.66	39.66
MTRNR2L1	1.01	4.609	4.609
MTRNR2L10	1	1.078	1.078
MTRNR2L11	1	1	1
MTRNR2L12	1.858	1.167	1.858
MTRNR2L13	1	1	1
MTRNR2L2	1.569	1.184	1.569
MTRNR2L3	1	1	1
MTRNR2L4	1.061	1.425	1.425
MTRNR2L5	1	1	1
MTRNR2L6	1	1.197	1.197
MTRNR2L7	1	1	1
MTRNR2L8	1.881	2.23	2.23
MTRNR2L9	1.46	3.454	3.454
MTRR	1.708	1	1.708
MTSS1	1	1	1
MTSS1L	1.304	1.64	1.64
MT-TA	1	1.704	1.704
MT-TC	1	2.079	2.079
MT-TD	1	1.321	1.321
MT-TE	1.326	3.147	3.147
MT-TF	5.319	6.792	6.792
MT-TG	2.622	3.33	3.33
MT-TH	2.715	3.236	3.236
MT-TI	1.712	2.607	2.607
MT-TK	1.088	1.179	1.179
MT-TL1	5.314	17.39	17.39
MT-TL2	1	1.081	1.081
MT-TM	1.895	5.262	5.262
MT-TN	3.026	4.95	4.95
MTTP	1.171	1	1.171
MT-TP	1.617	2.422	2.422
MT-TQ	1	1.913	1.913
MT-TR	1.404	1	1.404
MT-TS1	1	1.691	1.691
MT-TS2	1.876	4.525	4.525
MT-TT	3.018	4.16	4.16
MT-TV	3.077	2.285	3.077
MT-TW	2.184	4.037	4.037
MT-TY	1.683	3.316	3.316
MTUS1	1.451	2.533	2.533
MTUS2	1	1	1
MTUS2-AS1	1	1	1
MTUS2-AS2	1	1	1
MTX1	1.108	3.416	3.416
MTX2	2.258	3.834	3.834
MTX3	1	1	1
MUC1	1	1	1
MUC12	1	1	1
MUC13	1	1	1
MUC15	1	1	1
MUC16	1	1	1
MUC17	1	1	1
MUC19	1	1	1
MUC2	1	1	1
MUC20	1	1	1
MUC21	1	1	1
MUC22	1	1	1
MUC3A	1	1	1
MUC4	1	1	1
MUC5AC	1	1	1
MUC5B	1	1	1
MUC6	1	1	1
MUC7	1	1	1
MUC8	1	1	1
MUCL1	1	1	1
MUL1	1.199	2.112	2.112
MUM1	1.527	3.162	3.162
MUM1L1	1	1	1
MURC	1.06	1.115	1.115
MUS81	1.095	1.295	1.295
MUSK	1	1	1
MUSTN1	1	1	1
MUT	1.227	1.327	1.327
MUTYH	1	2.113	2.113
MVB12A	1.458	2.553	2.553
MVB12B	1.114	1	1.114
MVD	1.931	6.116	6.116
MVK	1.68	3.31	3.31
MVP	1	1	1
MX1	1	1	1
MX2	1	1	1
MXD1	1.008	1.361	1.361
MXD3	1.312	1.908	1.908
MXD4	1.572	1.09	1.572
MXI1	1.054	1.342	1.342
MXRA5	1	1	1
MXRA7	1.188	1.574	1.574
MXRA8	1.772	1.672	1.772
MYADM	1.126	2.786	2.786
MYADML	1	1	1
MYADML2	1	1	1
MYB	1.07	1.376	1.376
MYB-AS1	1	1	1
MYBBP1A	1.024	2.283	2.283
MYBL1	1	1	1
MYBL2	4.284	1.523	4.284
MYBPC1	1	1	1
MYBPC2	1	1	1
MYBPC3	1	1	1
MYBPH	1	1	1
MYBPHL	1	1	1
MYC	1	1	1
MYCBP	1	1.777	1.777
MYCBP2	1.432	1.413	1.432
MYCBP2-AS1	1	1	1
MYCBP2-AS2	1	1	1
MYCBPAP	1	1	1
MYCL	1.082	3.185	3.185
MYCN	1	1	1
MYCNOS	1	1	1
MYCNUN	1	1	1
MYCT1	1	1	1
MYD88	1.928	1	1.928
MYEF2	1.249	1.017	1.249
MYEOV	1	1	1
MYEOV2	2.476	3.538	3.538
MYF5	1	1	1
MYF6	1	1	1
MYH1	1	1	1
MYH10	1.204	1.953	1.953
MYH11	1	1	1
MYH13	1	1	1
MYH14	1	1	1
MYH15	1	1	1
MYH16	1	1	1
MYH2	1	1	1
MYH3	1	1	1
MYH4	1	1	1
MYH6	1	1	1
MYH7	1	1	1
MYH7B	1	1	1
MYH8	1	1	1
MYH9	1.973	3.988	3.988
MYL1	1	1	1
MYL10	1	1	1
MYL12A	3.52	4.179	4.179
MYL12B	2.47	6.832	6.832
MYL2	1	1	1
MYL3	1	1	1
MYL4	1	1	1
MYL5	1.001	1.298	1.298
MYL6	5.075	9.41	9.41
MYL6B	1.12	3.717	3.717
MYL7	1	1	1
MYL9	1	1	1
MYLIP	1	1.178	1.178
MYLK	1	1.347	1.347
MYLK2	1	1	1
MYLK3	1	1	1
MYLK4	1.114	1	1.114
MYLK-AS1	1	1.471	1.471
MYLK-AS2	1	1	1
MYLPF	1.346	1.391	1.391
MYNN	1.114	1.539	1.539
MYO10	2.766	2.058	2.766
MYO15A	1	1	1
MYO15B	1	1	1
MYO16	1	1	1
MYO16-AS1	1	1	1
MYO16-AS2	1	1	1
MYO18A	1.051	1.717	1.717
MYO18B	1	1	1
MYO19	1.356	1.123	1.356
MYO1A	1	1	1
MYO1B	1	1.606	1.606
MYO1C	1.391	3.877	3.877
MYO1D	1.056	1.107	1.107
MYO1E	1.027	1.223	1.223
MYO1F	1	1	1
MYO1G	1	1	1
MYO1H	1	1	1
MYO3A	1	1	1
MYO3B	1	1	1
MYO5A	1.858	2.129	2.129
MYO5B	1.649	1.011	1.649
MYO5C	1	1	1
MYO6	1.517	2.053	2.053
MYO7A	1	1	1
MYO7B	1	1	1
MYO9A	1.139	1.025	1.139
MYO9B	1.123	3.075	3.075
MYOC	1	1	1
MYOCD	1	1	1
MYOD1	1	1	1
MYOF	1	1.069	1.069
MYOG	1	1	1
MYOM1	1.287	1	1.287
MYOM2	1.078	1	1.078
MYOM3	1	1	1
MYOT	1	1	1
MYOZ1	1	1	1
MYOZ2	1	1	1
MYOZ3	1	1.341	1.341
MYPN	1	1	1
MYPOP	1.41	2.748	2.748
MYRF	1	1.426	1.426
MYRFL	1	1	1
MYRIP	1.14	1.634	1.634
MYSM1	1.793	1	1.793
MYT1	1	1.019	1.019
MYT1L	1	1	1
MYZAP	1	1	1
MZB1	1	1	1
MZF1	1.171	2.547	2.547
MZT1	3.426	2.517	3.426
MZT2A	2.063	6.772	6.772
MZT2B	1.602	4.969	4.969
N4BP1	1.339	1.096	1.339
N4BP2	1.329	1.62	1.62
N4BP2L1	1.262	1	1.262
N4BP2L2	1.398	1.225	1.398
N4BP3	1	1.13	1.13
N6AMT1	1	1.206	1.206
N6AMT2	1.716	1.352	1.716
NAA10	1.448	4.877	4.877
NAA11	1	1	1
NAA15	2.397	2.477	2.477
NAA16	1.286	1.382	1.382
NAA20	2.22	1.972	2.22
NAA25	2.884	1.26	2.884
NAA30	1.068	1.854	1.854
NAA35	1.043	2.055	2.055
NAA38	2.242	1.747	2.242
NAA40	1.063	1	1.063
NAA50	2.419	3.802	3.802
NAA60	1	2.632	2.632
NAAA	1.726	3.358	3.358
NAALAD2	1.008	1.352	1.352
NAALADL1	1	1	1
NAALADL2	1	1	1
NAALADL2-AS1	1	1	1
NAALADL2-AS2	1	1	1
NAALADL2-AS3	1	1	1
NAB1	1.01	2.988	2.988
NAB2	1	1	1
NABP1	1	1.783	1.783
NABP2	2.324	2.591	2.591
NACA	5.842	3.599	5.842
NACA2	1.018	1.439	1.439
NACAD	1	1	1
NACAP1	4.791	3.417	4.791
NACC1	1.218	1.2	1.218
NACC2	1.883	1.28	1.883
NADK	1.16	2.418	2.418
NADK2	1.532	2.057	2.057
NADK2-AS1	1	1	1
NADSYN1	1.153	1.285	1.285
NAE1	1.148	2.513	2.513
NAF1	1.088	1.851	1.851
NAGA	1	1.446	1.446
NAGK	1.04	1	1.04
NAGLU	1.585	2.639	2.639
NAGPA	1	1	1
NAGS	1	1.007	1.007
NAIF1	1	2.022	2.022
NAIP	1	1	1
NALCN	1	1	1
NALCN-AS1	1	1	1
NAMA	1	1	1
NAMPT	1.11	1.535	1.535
NAMPTL	1.026	1	1.026
NANOG	1	1	1
NANOGNB	1	1	1
NANOGP1	1	1	1
NANOS1	1.238	1.43	1.43
NANOS2	1	1	1
NANOS3	1	1.021	1.021
NANP	1.321	1	1.321
NANS	1.539	1.082	1.539
NAP1L1	6.617	5.764	6.617
NAP1L2	1.016	1.135	1.135
NAP1L3	1.782	2.34	2.34
NAP1L4	1.628	1.403	1.628
NAP1L5	1.038	2.792	2.792
NAP1L6	1	1	1
NAPA	1.344	4.234	4.234
NAPA-AS1	1	1	1
NAPB	1.016	1	1.016
NAPEPLD	1.005	1.14	1.14
NAPG	1.578	1	1.578
NAPRT1	1.98	3.825	3.825
NAPSA	1	1	1
NAPSB	1	1	1
NARF	1.002	1	1.002
NARF-IT1	1	1	1
NARFL	1	1.763	1.763
NARG2	1.119	1.673	1.673
NARS	2.736	2.001	2.736
NARS2	1.154	1.497	1.497
NASP	1.978	5.478	5.478
NAT1	1.197	1	1.197
NAT10	1.174	4.14	4.14
NAT14	1.085	2.385	2.385
NAT16	1	1	1
NAT2	1	1	1
NAT6	1.112	2.245	2.245
NAT8	1	1	1
NAT8L	1	2.56	2.56
NAT9	1	2.606	2.606
NAV1	1.14	1.434	1.434
NAV2	1	1	1
NAV2-AS1	1	1	1
NAV2-AS2	1	1	1
NAV2-AS3	1	1	1
NAV2-AS4	1	1	1
NAV2-AS5	1	1	1
NAV2-IT1	1	1	1
NAV3	1.02	1.87	1.87
NBAS	1	2.694	2.694
NBEA	1.031	1.053	1.053
NBEAL1	1	1	1
NBEAL2	1.152	2.412	2.412
NBEAP1	1	1	1
NBL1	1.611	4.295	4.295
NBN	1.494	3.196	3.196
NBPF1	1.062	2.579	2.579
NBPF10	1	1	1
NBPF11	1	2.318	2.318
NBPF12	1	1.182	1.182
NBPF14	1	2.58	2.58
NBPF15	1	2.162	2.162
NBPF16	1	2.19	2.19
NBPF18P	1	1	1
NBPF20	1	1.34	1.34
NBPF22P	1	1	1
NBPF24	1	1	1
NBPF3	1	1.213	1.213
NBPF4	1	1	1
NBPF5P	1	1	1
NBPF6	1	1	1
NBPF8	1	1.262	1.262
NBPF9	1	2.412	2.412
NBR1	1	2.518	2.518
NBR2	1	1	1
NCALD	1	1	1
NCAM1	1	1	1
NCAM1-AS1	1	1	1
NCAM2	1	1	1
NCAN	1	1	1
NCAPD2	2.563	1.419	2.563
NCAPD3	1.88	1	1.88
NCAPG	2.278	4.07	4.07
NCAPG2	2.189	4.175	4.175
NCAPH	1.444	1.036	1.444
NCAPH2	1.933	3.957	3.957
NCBP1	1.388	1.649	1.649
NCBP2	1.74	1.163	1.74
NCBP2-AS1	1	1	1
NCBP2-AS2	1.203	2.221	2.221
NCBP2L	1	1	1
NCCRP1	1	1	1
NCDN	1.512	2.761	2.761
NCEH1	1.122	1.036	1.122
NCF1	1	1	1
NCF1B	1	1	1
NCF2	1	1	1
NCF4	1	1	1
NCK1	1.404	1.113	1.404
NCK2	1.169	1.106	1.169
NCKAP1	1.33	3.129	3.129
NCKAP1L	1	1	1
NCKAP5	1	1	1
NCKAP5-IT1	1	1	1
NCKAP5L	1.612	2.758	2.758
NCKIPSD	1.365	1.022	1.365
NCL	3.733	2.287	3.733
NCLN	1.357	6.742	6.742
NCMAP	1	1	1
NCOA1	1.031	1.064	1.064
NCOA2	1.876	1.762	1.876
NCOA3	1.022	1.132	1.132
NCOA4	2.227	4.958	4.958
NCOA5	1.372	2.443	2.443
NCOA6	1.67	1.907	1.907
NCOA7	1.108	1.411	1.411
NCOA7-AS1	1	1	1
NCOR1	2.254	2.399	2.399
NCOR1P1	1	1	1
NCOR2	2.089	1.577	2.089
NCR1	1	1	1
NCR2	1	1	1
NCR3	1	1	1
NCR3LG1	1.144	1.548	1.548
NCRNA00171	1	1.099	1.099
NCS1	1.094	1.636	1.636
NCSTN	1.228	1	1.228
NDC1	1.486	3.807	3.807
NDC80	5.041	2.523	5.041
NDE1	1	3.23	3.23
NDEL1	1	2.598	2.598
NDFIP1	1.293	2.204	2.204
NDFIP2	1.389	1.145	1.389
NDFIP2-AS1	1	1	1
NDN	1	1	1
NDNF	1	1	1
NDNL2	1.751	2.217	2.217
NDOR1	1	1	1
NDP	1	1	1
NDP-AS1	1	1	1
NDRG1	1.255	1	1.255
NDRG2	1.634	2.917	2.917
NDRG3	1.206	1.737	1.737
NDRG4	1.047	1	1.047
NDST1	4.435	4.478	4.478
NDST2	1.128	1.327	1.327
NDST3	1	1	1
NDST4	1	1	1
NDUFA1	2.522	7.077	7.077
NDUFA10	2.407	3.823	3.823
NDUFA11	2.581	13.14	13.14
NDUFA12	5.446	2.457	5.446
NDUFA13	4.049	11.67	11.67
NDUFA2	1.103	3.174	3.174
NDUFA3	2.683	5.216	5.216
NDUFA4	6.609	6.299	6.609
NDUFA4L2	1	1	1
NDUFA5	1.414	3.433	3.433
NDUFA6	3.064	5.297	5.297
NDUFA6-AS1	1	1	1
NDUFA7	1.704	1.578	1.704
NDUFA8	1.487	1	1.487
NDUFA9	3.274	8.689	8.689
NDUFAB1	2.159	2.582	2.582
NDUFAF1	1.331	1.598	1.598
NDUFAF2	1.948	4.31	4.31
NDUFAF3	2.088	2.578	2.578
NDUFAF4	1.392	3.415	3.415
NDUFAF5	1.076	1	1.076
NDUFAF6	1.451	1.153	1.451
NDUFAF7	1.237	1.799	1.799
NDUFB1	3.174	3.653	3.653
NDUFB10	1.518	6.619	6.619
NDUFB11	3.866	17.84	17.84
NDUFB2	1.448	3.102	3.102
NDUFB2-AS1	1	1.074	1.074
NDUFB3	4.824	1.219	4.824
NDUFB4	2.948	5.456	5.456
NDUFB5	2.489	2.596	2.596
NDUFB6	3.589	3.451	3.589
NDUFB7	1.35	6.134	6.134
NDUFB8	5.088	4.891	5.088
NDUFB9	1.74	10.83	10.83
NDUFC1	3.07	6.315	6.315
NDUFC2	4.611	6.827	6.827
NDUFC2-KCTD14	1	1	1
NDUFS1	4.016	3.623	4.016
NDUFS2	2.642	3.672	3.672
NDUFS3	1.477	5.39	5.39
NDUFS4	2.223	3.121	3.121
NDUFS5	3.002	2.617	3.002
NDUFS6	3.365	10.26	10.26
NDUFS7	2.214	6.437	6.437
NDUFS8	2.62	15.1	15.1
NDUFV1	2.582	7.141	7.141
NDUFV2	2.011	2.763	2.763
NDUFV3	1.013	4.714	4.714
NEAT1	1	1	1
NEB	1	1	1
NEBL	1	1	1
NEBL-AS1	1	1	1
NECAB1	1	1.023	1.023
NECAB2	1	1	1
NECAB3	1	1.583	1.583
NECAP1	1.126	1.956	1.956
NECAP2	1	1	1
NEDD1	1.485	3.169	3.169
NEDD4	1	1	1
NEDD4L	1.039	1.848	1.848
NEDD8	3.402	2.505	3.402
NEDD8-MDP1	1	1.016	1.016
NEDD9	1.203	1.736	1.736
NEFH	1	1	1
NEFL	1	1	1
NEFM	1	1	1
NEGR1	1	1	1
NEGR1-IT1	1	1	1
NEIL1	1.872	1.832	1.872
NEIL2	1.05	1.856	1.856
NEIL3	1.169	1.279	1.279
NEK1	1.43	1.243	1.43
NEK10	1	1	1
NEK11	1	1	1
NEK2	1.005	1.42	1.42
NEK3	1.047	1	1.047
NEK4	1.219	1.736	1.736
NEK5	1	1	1
NEK6	1.028	1.905	1.905
NEK7	1.03	1.529	1.529
NEK8	1.696	5.105	5.105
NEK9	1.158	2.124	2.124
NELFA	1.884	4.573	4.573
NELFB	1.143	5.027	5.027
NELFCD	3.782	3.514	3.782
NELFE	1.09	3.562	3.562
NELL1	1.121	2.949	2.949
NELL2	1.198	1	1.198
NEMF	2.759	1.451	2.759
NENF	2.058	8.175	8.175
NEO1	1.038	2.523	2.523
NES	1.211	2.826	2.826
NET1	1.996	3.588	3.588
NETO1	1	1	1
NETO2	1	1.853	1.853
NEU1	1.253	3.526	3.526
NEU2	1	1	1
NEU3	1	1	1
NEU4	1	1	1
NEURL	1.122	1	1.122
NEURL1B	1.624	1.319	1.624
NEURL2	1.09	1.055	1.09
NEURL3	1	1	1
NEURL4	1	1.061	1.061
NEUROD1	1.092	1.036	1.092
NEUROD2	1	1	1
NEUROD4	1	1	1
NEUROD6	1	1	1
NEUROG1	1	1	1
NEUROG2	1.481	1.164	1.481
NEUROG3	1	1	1
NEXN	1.251	1.102	1.251
NEXN-AS1	1	1	1
NF1	1.062	3.394	3.394
NF2	1.302	1.744	1.744
NFAM1	1	1	1
NFASC	1	1	1
NFAT5	1.833	2.014	2.014
NFATC1	1.086	1.243	1.243
NFATC2	1	1	1
NFATC2IP	1.043	4.545	4.545
NFATC3	1.397	2.536	2.536
NFATC4	1.582	2.916	2.916
NFE2	1	1	1
NFE2L1	1.005	1	1.005
NFE2L2	1.317	2.457	2.457
